s,p,o
http://rdf.geohistoricaldata.org/id/directories/entry/980847,http://rdf.geohistoricaldata.org/def/directory#numEntry,729424
http://rdf.geohistoricaldata.org/id/directories/entry/980848,http://rdf.geohistoricaldata.org/def/directory#numEntry,729718
http://rdf.geohistoricaldata.org/id/directories/entry/980849,http://rdf.geohistoricaldata.org/def/directory#numEntry,731677
http://rdf.geohistoricaldata.org/id/directories/entry/980850,http://rdf.geohistoricaldata.org/def/directory#numEntry,731687
http://rdf.geohistoricaldata.org/id/directories/entry/980851,http://rdf.geohistoricaldata.org/def/directory#numEntry,733265
http://rdf.geohistoricaldata.org/id/directories/entry/980852,http://rdf.geohistoricaldata.org/def/directory#numEntry,734412
http://rdf.geohistoricaldata.org/id/directories/entry/980853,http://rdf.geohistoricaldata.org/def/directory#numEntry,736675
http://rdf.geohistoricaldata.org/id/directories/entry/980854,http://rdf.geohistoricaldata.org/def/directory#numEntry,737489
http://rdf.geohistoricaldata.org/id/directories/entry/980855,http://rdf.geohistoricaldata.org/def/directory#numEntry,737490
http://rdf.geohistoricaldata.org/id/directories/entry/980856,http://rdf.geohistoricaldata.org/def/directory#numEntry,739389
http://rdf.geohistoricaldata.org/id/directories/entry/980857,http://rdf.geohistoricaldata.org/def/directory#numEntry,741926
http://rdf.geohistoricaldata.org/id/directories/entry/980858,http://rdf.geohistoricaldata.org/def/directory#numEntry,742568
http://rdf.geohistoricaldata.org/id/directories/entry/980859,http://rdf.geohistoricaldata.org/def/directory#numEntry,742869
http://rdf.geohistoricaldata.org/id/directories/entry/980860,http://rdf.geohistoricaldata.org/def/directory#numEntry,742870
http://rdf.geohistoricaldata.org/id/directories/entry/980861,http://rdf.geohistoricaldata.org/def/directory#numEntry,742871
http://rdf.geohistoricaldata.org/id/directories/entry/980862,http://rdf.geohistoricaldata.org/def/directory#numEntry,748566
http://rdf.geohistoricaldata.org/id/directories/entry/980863,http://rdf.geohistoricaldata.org/def/directory#numEntry,748666
http://rdf.geohistoricaldata.org/id/directories/entry/980864,http://rdf.geohistoricaldata.org/def/directory#numEntry,749288
http://rdf.geohistoricaldata.org/id/directories/entry/980865,http://rdf.geohistoricaldata.org/def/directory#numEntry,749289
http://rdf.geohistoricaldata.org/id/directories/entry/980866,http://rdf.geohistoricaldata.org/def/directory#numEntry,751267
http://rdf.geohistoricaldata.org/id/directories/entry/980867,http://rdf.geohistoricaldata.org/def/directory#numEntry,751268
http://rdf.geohistoricaldata.org/id/directories/entry/980868,http://rdf.geohistoricaldata.org/def/directory#numEntry,752238
http://rdf.geohistoricaldata.org/id/directories/entry/980869,http://rdf.geohistoricaldata.org/def/directory#numEntry,752874
http://rdf.geohistoricaldata.org/id/directories/entry/980870,http://rdf.geohistoricaldata.org/def/directory#numEntry,757684
http://rdf.geohistoricaldata.org/id/directories/entry/980871,http://rdf.geohistoricaldata.org/def/directory#numEntry,758144
http://rdf.geohistoricaldata.org/id/directories/entry/980872,http://rdf.geohistoricaldata.org/def/directory#numEntry,758878
http://rdf.geohistoricaldata.org/id/directories/entry/980873,http://rdf.geohistoricaldata.org/def/directory#numEntry,761021
http://rdf.geohistoricaldata.org/id/directories/entry/980874,http://rdf.geohistoricaldata.org/def/directory#numEntry,761762
http://rdf.geohistoricaldata.org/id/directories/entry/980875,http://rdf.geohistoricaldata.org/def/directory#numEntry,761872
http://rdf.geohistoricaldata.org/id/directories/entry/980876,http://rdf.geohistoricaldata.org/def/directory#numEntry,766451
http://rdf.geohistoricaldata.org/id/directories/entry/980877,http://rdf.geohistoricaldata.org/def/directory#numEntry,767812
http://rdf.geohistoricaldata.org/id/directories/entry/980878,http://rdf.geohistoricaldata.org/def/directory#numEntry,769959
http://rdf.geohistoricaldata.org/id/directories/entry/980879,http://rdf.geohistoricaldata.org/def/directory#numEntry,770053
http://rdf.geohistoricaldata.org/id/directories/entry/980880,http://rdf.geohistoricaldata.org/def/directory#numEntry,770053
http://rdf.geohistoricaldata.org/id/directories/entry/980881,http://rdf.geohistoricaldata.org/def/directory#numEntry,771884
http://rdf.geohistoricaldata.org/id/directories/entry/980882,http://rdf.geohistoricaldata.org/def/directory#numEntry,772795
http://rdf.geohistoricaldata.org/id/directories/entry/980883,http://rdf.geohistoricaldata.org/def/directory#numEntry,773151
http://rdf.geohistoricaldata.org/id/directories/entry/980884,http://rdf.geohistoricaldata.org/def/directory#numEntry,775103
http://rdf.geohistoricaldata.org/id/directories/entry/980885,http://rdf.geohistoricaldata.org/def/directory#numEntry,777015
http://rdf.geohistoricaldata.org/id/directories/entry/980886,http://rdf.geohistoricaldata.org/def/directory#numEntry,781394
http://rdf.geohistoricaldata.org/id/directories/entry/980887,http://rdf.geohistoricaldata.org/def/directory#numEntry,782755
http://rdf.geohistoricaldata.org/id/directories/entry/980888,http://rdf.geohistoricaldata.org/def/directory#numEntry,782786
http://rdf.geohistoricaldata.org/id/directories/entry/980889,http://rdf.geohistoricaldata.org/def/directory#numEntry,785170
http://rdf.geohistoricaldata.org/id/directories/entry/980890,http://rdf.geohistoricaldata.org/def/directory#numEntry,785840
http://rdf.geohistoricaldata.org/id/directories/entry/980891,http://rdf.geohistoricaldata.org/def/directory#numEntry,786704
http://rdf.geohistoricaldata.org/id/directories/entry/980892,http://rdf.geohistoricaldata.org/def/directory#numEntry,786705
http://rdf.geohistoricaldata.org/id/directories/entry/980893,http://rdf.geohistoricaldata.org/def/directory#numEntry,787831
http://rdf.geohistoricaldata.org/id/directories/entry/980894,http://rdf.geohistoricaldata.org/def/directory#numEntry,789320
http://rdf.geohistoricaldata.org/id/directories/entry/980895,http://rdf.geohistoricaldata.org/def/directory#numEntry,790151
http://rdf.geohistoricaldata.org/id/directories/entry/980896,http://rdf.geohistoricaldata.org/def/directory#numEntry,791304
http://rdf.geohistoricaldata.org/id/directories/entry/980897,http://rdf.geohistoricaldata.org/def/directory#numEntry,791313
http://rdf.geohistoricaldata.org/id/directories/entry/980898,http://rdf.geohistoricaldata.org/def/directory#numEntry,791313
http://rdf.geohistoricaldata.org/id/directories/entry/980899,http://rdf.geohistoricaldata.org/def/directory#numEntry,791579
http://rdf.geohistoricaldata.org/id/directories/entry/980900,http://rdf.geohistoricaldata.org/def/directory#numEntry,791667
http://rdf.geohistoricaldata.org/id/directories/entry/980901,http://rdf.geohistoricaldata.org/def/directory#numEntry,792028
http://rdf.geohistoricaldata.org/id/directories/entry/980902,http://rdf.geohistoricaldata.org/def/directory#numEntry,796403
http://rdf.geohistoricaldata.org/id/directories/entry/980903,http://rdf.geohistoricaldata.org/def/directory#numEntry,796689
http://rdf.geohistoricaldata.org/id/directories/entry/980904,http://rdf.geohistoricaldata.org/def/directory#numEntry,797014
http://rdf.geohistoricaldata.org/id/directories/entry/980905,http://rdf.geohistoricaldata.org/def/directory#numEntry,800473
http://rdf.geohistoricaldata.org/id/directories/entry/980906,http://rdf.geohistoricaldata.org/def/directory#numEntry,800498
http://rdf.geohistoricaldata.org/id/directories/entry/980907,http://rdf.geohistoricaldata.org/def/directory#numEntry,800782
http://rdf.geohistoricaldata.org/id/directories/entry/980908,http://rdf.geohistoricaldata.org/def/directory#numEntry,802520
http://rdf.geohistoricaldata.org/id/directories/entry/980909,http://rdf.geohistoricaldata.org/def/directory#numEntry,803823
http://rdf.geohistoricaldata.org/id/directories/entry/980910,http://rdf.geohistoricaldata.org/def/directory#numEntry,805411
http://rdf.geohistoricaldata.org/id/directories/entry/980911,http://rdf.geohistoricaldata.org/def/directory#numEntry,806278
http://rdf.geohistoricaldata.org/id/directories/entry/980912,http://rdf.geohistoricaldata.org/def/directory#numEntry,808853
http://rdf.geohistoricaldata.org/id/directories/entry/980913,http://rdf.geohistoricaldata.org/def/directory#numEntry,809517
http://rdf.geohistoricaldata.org/id/directories/entry/980914,http://rdf.geohistoricaldata.org/def/directory#numEntry,809720
http://rdf.geohistoricaldata.org/id/directories/entry/980915,http://rdf.geohistoricaldata.org/def/directory#numEntry,810049
http://rdf.geohistoricaldata.org/id/directories/entry/980916,http://rdf.geohistoricaldata.org/def/directory#numEntry,810049
http://rdf.geohistoricaldata.org/id/directories/entry/980917,http://rdf.geohistoricaldata.org/def/directory#numEntry,811553
http://rdf.geohistoricaldata.org/id/directories/entry/980918,http://rdf.geohistoricaldata.org/def/directory#numEntry,812503
http://rdf.geohistoricaldata.org/id/directories/entry/980919,http://rdf.geohistoricaldata.org/def/directory#numEntry,813090
http://rdf.geohistoricaldata.org/id/directories/entry/980920,http://rdf.geohistoricaldata.org/def/directory#numEntry,813090
http://rdf.geohistoricaldata.org/id/directories/entry/980921,http://rdf.geohistoricaldata.org/def/directory#numEntry,813091
http://rdf.geohistoricaldata.org/id/directories/entry/980922,http://rdf.geohistoricaldata.org/def/directory#numEntry,813700
http://rdf.geohistoricaldata.org/id/directories/entry/980923,http://rdf.geohistoricaldata.org/def/directory#numEntry,814301
http://rdf.geohistoricaldata.org/id/directories/entry/980924,http://rdf.geohistoricaldata.org/def/directory#numEntry,815382
http://rdf.geohistoricaldata.org/id/directories/entry/980925,http://rdf.geohistoricaldata.org/def/directory#numEntry,816869
http://rdf.geohistoricaldata.org/id/directories/entry/980926,http://rdf.geohistoricaldata.org/def/directory#numEntry,818780
http://rdf.geohistoricaldata.org/id/directories/entry/980927,http://rdf.geohistoricaldata.org/def/directory#numEntry,820698
http://rdf.geohistoricaldata.org/id/directories/entry/980928,http://rdf.geohistoricaldata.org/def/directory#numEntry,820699
http://rdf.geohistoricaldata.org/id/directories/entry/980929,http://rdf.geohistoricaldata.org/def/directory#numEntry,823548
http://rdf.geohistoricaldata.org/id/directories/entry/980930,http://rdf.geohistoricaldata.org/def/directory#numEntry,823782
http://rdf.geohistoricaldata.org/id/directories/entry/980931,http://rdf.geohistoricaldata.org/def/directory#numEntry,823783
http://rdf.geohistoricaldata.org/id/directories/entry/980932,http://rdf.geohistoricaldata.org/def/directory#numEntry,823784
http://rdf.geohistoricaldata.org/id/directories/entry/980933,http://rdf.geohistoricaldata.org/def/directory#numEntry,823841
http://rdf.geohistoricaldata.org/id/directories/entry/980934,http://rdf.geohistoricaldata.org/def/directory#numEntry,823883
http://rdf.geohistoricaldata.org/id/directories/entry/980935,http://rdf.geohistoricaldata.org/def/directory#numEntry,823884
http://rdf.geohistoricaldata.org/id/directories/entry/980936,http://rdf.geohistoricaldata.org/def/directory#numEntry,824262
http://rdf.geohistoricaldata.org/id/directories/entry/980937,http://rdf.geohistoricaldata.org/def/directory#numEntry,824263
http://rdf.geohistoricaldata.org/id/directories/entry/980938,http://rdf.geohistoricaldata.org/def/directory#numEntry,824585
http://rdf.geohistoricaldata.org/id/directories/entry/980939,http://rdf.geohistoricaldata.org/def/directory#numEntry,824980
http://rdf.geohistoricaldata.org/id/directories/entry/980940,http://rdf.geohistoricaldata.org/def/directory#numEntry,824981
http://rdf.geohistoricaldata.org/id/directories/entry/980941,http://rdf.geohistoricaldata.org/def/directory#numEntry,825398
http://rdf.geohistoricaldata.org/id/directories/entry/980942,http://rdf.geohistoricaldata.org/def/directory#numEntry,825468
http://rdf.geohistoricaldata.org/id/directories/entry/980943,http://rdf.geohistoricaldata.org/def/directory#numEntry,825656
http://rdf.geohistoricaldata.org/id/directories/entry/980944,http://rdf.geohistoricaldata.org/def/directory#numEntry,830870
http://rdf.geohistoricaldata.org/id/directories/entry/980945,http://rdf.geohistoricaldata.org/def/directory#numEntry,832723
http://rdf.geohistoricaldata.org/id/directories/entry/980946,http://rdf.geohistoricaldata.org/def/directory#numEntry,833540
http://rdf.geohistoricaldata.org/id/directories/entry/980947,http://rdf.geohistoricaldata.org/def/directory#numEntry,835250
http://rdf.geohistoricaldata.org/id/directories/entry/980948,http://rdf.geohistoricaldata.org/def/directory#numEntry,835706
http://rdf.geohistoricaldata.org/id/directories/entry/980949,http://rdf.geohistoricaldata.org/def/directory#numEntry,837419
http://rdf.geohistoricaldata.org/id/directories/entry/980950,http://rdf.geohistoricaldata.org/def/directory#numEntry,837856
http://rdf.geohistoricaldata.org/id/directories/entry/980951,http://rdf.geohistoricaldata.org/def/directory#numEntry,837856
http://rdf.geohistoricaldata.org/id/directories/entry/980952,http://rdf.geohistoricaldata.org/def/directory#numEntry,839402
http://rdf.geohistoricaldata.org/id/directories/entry/980953,http://rdf.geohistoricaldata.org/def/directory#numEntry,839403
http://rdf.geohistoricaldata.org/id/directories/entry/980954,http://rdf.geohistoricaldata.org/def/directory#numEntry,840418
http://rdf.geohistoricaldata.org/id/directories/entry/980955,http://rdf.geohistoricaldata.org/def/directory#numEntry,840419
http://rdf.geohistoricaldata.org/id/directories/entry/980956,http://rdf.geohistoricaldata.org/def/directory#numEntry,840420
http://rdf.geohistoricaldata.org/id/directories/entry/980957,http://rdf.geohistoricaldata.org/def/directory#numEntry,840426
http://rdf.geohistoricaldata.org/id/directories/entry/980958,http://rdf.geohistoricaldata.org/def/directory#numEntry,843346
http://rdf.geohistoricaldata.org/id/directories/entry/980959,http://rdf.geohistoricaldata.org/def/directory#numEntry,844653
http://rdf.geohistoricaldata.org/id/directories/entry/980960,http://rdf.geohistoricaldata.org/def/directory#numEntry,844747
http://rdf.geohistoricaldata.org/id/directories/entry/980961,http://rdf.geohistoricaldata.org/def/directory#numEntry,844786
http://rdf.geohistoricaldata.org/id/directories/entry/980962,http://rdf.geohistoricaldata.org/def/directory#numEntry,845833
http://rdf.geohistoricaldata.org/id/directories/entry/980963,http://rdf.geohistoricaldata.org/def/directory#numEntry,852416
http://rdf.geohistoricaldata.org/id/directories/entry/980964,http://rdf.geohistoricaldata.org/def/directory#numEntry,853411
http://rdf.geohistoricaldata.org/id/directories/entry/980965,http://rdf.geohistoricaldata.org/def/directory#numEntry,856202
http://rdf.geohistoricaldata.org/id/directories/entry/980966,http://rdf.geohistoricaldata.org/def/directory#numEntry,857092
http://rdf.geohistoricaldata.org/id/directories/entry/980967,http://rdf.geohistoricaldata.org/def/directory#numEntry,860185
http://rdf.geohistoricaldata.org/id/directories/entry/980968,http://rdf.geohistoricaldata.org/def/directory#numEntry,860186
http://rdf.geohistoricaldata.org/id/directories/entry/980969,http://rdf.geohistoricaldata.org/def/directory#numEntry,861987
http://rdf.geohistoricaldata.org/id/directories/entry/980970,http://rdf.geohistoricaldata.org/def/directory#numEntry,862837
http://rdf.geohistoricaldata.org/id/directories/entry/980971,http://rdf.geohistoricaldata.org/def/directory#numEntry,864798
http://rdf.geohistoricaldata.org/id/directories/entry/980972,http://rdf.geohistoricaldata.org/def/directory#numEntry,864799
http://rdf.geohistoricaldata.org/id/directories/entry/980973,http://rdf.geohistoricaldata.org/def/directory#numEntry,866468
http://rdf.geohistoricaldata.org/id/directories/entry/980974,http://rdf.geohistoricaldata.org/def/directory#numEntry,866892
http://rdf.geohistoricaldata.org/id/directories/entry/980975,http://rdf.geohistoricaldata.org/def/directory#numEntry,868652
http://rdf.geohistoricaldata.org/id/directories/entry/980976,http://rdf.geohistoricaldata.org/def/directory#numEntry,871651
http://rdf.geohistoricaldata.org/id/directories/entry/980977,http://rdf.geohistoricaldata.org/def/directory#numEntry,873539
http://rdf.geohistoricaldata.org/id/directories/entry/980978,http://rdf.geohistoricaldata.org/def/directory#numEntry,873996
http://rdf.geohistoricaldata.org/id/directories/entry/980979,http://rdf.geohistoricaldata.org/def/directory#numEntry,876758
http://rdf.geohistoricaldata.org/id/directories/entry/980980,http://rdf.geohistoricaldata.org/def/directory#numEntry,877205
http://rdf.geohistoricaldata.org/id/directories/entry/980981,http://rdf.geohistoricaldata.org/def/directory#numEntry,877244
http://rdf.geohistoricaldata.org/id/directories/entry/980982,http://rdf.geohistoricaldata.org/def/directory#numEntry,877285
http://rdf.geohistoricaldata.org/id/directories/entry/980983,http://rdf.geohistoricaldata.org/def/directory#numEntry,877338
http://rdf.geohistoricaldata.org/id/directories/entry/980984,http://rdf.geohistoricaldata.org/def/directory#numEntry,877529
http://rdf.geohistoricaldata.org/id/directories/entry/980985,http://rdf.geohistoricaldata.org/def/directory#numEntry,877530
http://rdf.geohistoricaldata.org/id/directories/entry/980986,http://rdf.geohistoricaldata.org/def/directory#numEntry,879033
http://rdf.geohistoricaldata.org/id/directories/entry/980987,http://rdf.geohistoricaldata.org/def/directory#numEntry,879504
http://rdf.geohistoricaldata.org/id/directories/entry/980988,http://rdf.geohistoricaldata.org/def/directory#numEntry,880191
http://rdf.geohistoricaldata.org/id/directories/entry/980989,http://rdf.geohistoricaldata.org/def/directory#numEntry,880965
http://rdf.geohistoricaldata.org/id/directories/entry/980990,http://rdf.geohistoricaldata.org/def/directory#numEntry,880966
http://rdf.geohistoricaldata.org/id/directories/entry/980991,http://rdf.geohistoricaldata.org/def/directory#numEntry,880967
http://rdf.geohistoricaldata.org/id/directories/entry/980992,http://rdf.geohistoricaldata.org/def/directory#numEntry,880968
http://rdf.geohistoricaldata.org/id/directories/entry/980993,http://rdf.geohistoricaldata.org/def/directory#numEntry,882061
http://rdf.geohistoricaldata.org/id/directories/entry/980994,http://rdf.geohistoricaldata.org/def/directory#numEntry,882061
http://rdf.geohistoricaldata.org/id/directories/entry/980995,http://rdf.geohistoricaldata.org/def/directory#numEntry,882553
http://rdf.geohistoricaldata.org/id/directories/entry/980996,http://rdf.geohistoricaldata.org/def/directory#numEntry,882688
http://rdf.geohistoricaldata.org/id/directories/entry/980997,http://rdf.geohistoricaldata.org/def/directory#numEntry,883041
http://rdf.geohistoricaldata.org/id/directories/entry/980998,http://rdf.geohistoricaldata.org/def/directory#numEntry,886079
http://rdf.geohistoricaldata.org/id/directories/entry/980999,http://rdf.geohistoricaldata.org/def/directory#numEntry,886400
http://rdf.geohistoricaldata.org/id/directories/entry/981000,http://rdf.geohistoricaldata.org/def/directory#numEntry,889990
http://rdf.geohistoricaldata.org/id/directories/entry/981001,http://rdf.geohistoricaldata.org/def/directory#numEntry,889991
http://rdf.geohistoricaldata.org/id/directories/entry/981002,http://rdf.geohistoricaldata.org/def/directory#numEntry,889992
http://rdf.geohistoricaldata.org/id/directories/entry/981003,http://rdf.geohistoricaldata.org/def/directory#numEntry,889992
http://rdf.geohistoricaldata.org/id/directories/entry/981004,http://rdf.geohistoricaldata.org/def/directory#numEntry,889993
http://rdf.geohistoricaldata.org/id/directories/entry/981005,http://rdf.geohistoricaldata.org/def/directory#numEntry,890716
http://rdf.geohistoricaldata.org/id/directories/entry/981006,http://rdf.geohistoricaldata.org/def/directory#numEntry,892362
http://rdf.geohistoricaldata.org/id/directories/entry/981007,http://rdf.geohistoricaldata.org/def/directory#numEntry,892866
http://rdf.geohistoricaldata.org/id/directories/entry/981008,http://rdf.geohistoricaldata.org/def/directory#numEntry,892999
http://rdf.geohistoricaldata.org/id/directories/entry/981009,http://rdf.geohistoricaldata.org/def/directory#numEntry,893048
http://rdf.geohistoricaldata.org/id/directories/entry/981010,http://rdf.geohistoricaldata.org/def/directory#numEntry,894385
http://rdf.geohistoricaldata.org/id/directories/entry/981011,http://rdf.geohistoricaldata.org/def/directory#numEntry,895967
http://rdf.geohistoricaldata.org/id/directories/entry/981012,http://rdf.geohistoricaldata.org/def/directory#numEntry,895974
http://rdf.geohistoricaldata.org/id/directories/entry/981013,http://rdf.geohistoricaldata.org/def/directory#numEntry,895975
http://rdf.geohistoricaldata.org/id/directories/entry/981014,http://rdf.geohistoricaldata.org/def/directory#numEntry,896219
http://rdf.geohistoricaldata.org/id/directories/entry/981015,http://rdf.geohistoricaldata.org/def/directory#numEntry,897873
http://rdf.geohistoricaldata.org/id/directories/entry/981016,http://rdf.geohistoricaldata.org/def/directory#numEntry,900477
http://rdf.geohistoricaldata.org/id/directories/entry/981017,http://rdf.geohistoricaldata.org/def/directory#numEntry,902151
http://rdf.geohistoricaldata.org/id/directories/entry/981018,http://rdf.geohistoricaldata.org/def/directory#numEntry,905815
http://rdf.geohistoricaldata.org/id/directories/entry/981019,http://rdf.geohistoricaldata.org/def/directory#numEntry,905815
http://rdf.geohistoricaldata.org/id/directories/entry/981020,http://rdf.geohistoricaldata.org/def/directory#numEntry,907423
http://rdf.geohistoricaldata.org/id/directories/entry/981021,http://rdf.geohistoricaldata.org/def/directory#numEntry,908216
http://rdf.geohistoricaldata.org/id/directories/entry/981022,http://rdf.geohistoricaldata.org/def/directory#numEntry,911621
http://rdf.geohistoricaldata.org/id/directories/entry/981023,http://rdf.geohistoricaldata.org/def/directory#numEntry,914977
http://rdf.geohistoricaldata.org/id/directories/entry/981024,http://rdf.geohistoricaldata.org/def/directory#numEntry,917291
http://rdf.geohistoricaldata.org/id/directories/entry/981025,http://rdf.geohistoricaldata.org/def/directory#numEntry,917306
http://rdf.geohistoricaldata.org/id/directories/entry/981026,http://rdf.geohistoricaldata.org/def/directory#numEntry,917307
http://rdf.geohistoricaldata.org/id/directories/entry/981027,http://rdf.geohistoricaldata.org/def/directory#numEntry,921284
http://rdf.geohistoricaldata.org/id/directories/entry/981028,http://rdf.geohistoricaldata.org/def/directory#numEntry,925585
http://rdf.geohistoricaldata.org/id/directories/entry/981029,http://rdf.geohistoricaldata.org/def/directory#numEntry,927134
http://rdf.geohistoricaldata.org/id/directories/entry/981030,http://rdf.geohistoricaldata.org/def/directory#numEntry,927501
http://rdf.geohistoricaldata.org/id/directories/entry/981031,http://rdf.geohistoricaldata.org/def/directory#numEntry,929574
http://rdf.geohistoricaldata.org/id/directories/entry/981032,http://rdf.geohistoricaldata.org/def/directory#numEntry,931182
http://rdf.geohistoricaldata.org/id/directories/entry/981033,http://rdf.geohistoricaldata.org/def/directory#numEntry,934476
http://rdf.geohistoricaldata.org/id/directories/entry/981034,http://rdf.geohistoricaldata.org/def/directory#numEntry,934661
http://rdf.geohistoricaldata.org/id/directories/entry/981035,http://rdf.geohistoricaldata.org/def/directory#numEntry,935252
http://rdf.geohistoricaldata.org/id/directories/entry/981036,http://rdf.geohistoricaldata.org/def/directory#numEntry,936887
http://rdf.geohistoricaldata.org/id/directories/entry/981037,http://rdf.geohistoricaldata.org/def/directory#numEntry,940107
http://rdf.geohistoricaldata.org/id/directories/entry/981038,http://rdf.geohistoricaldata.org/def/directory#numEntry,940123
http://rdf.geohistoricaldata.org/id/directories/entry/981039,http://rdf.geohistoricaldata.org/def/directory#numEntry,941641
http://rdf.geohistoricaldata.org/id/directories/entry/981040,http://rdf.geohistoricaldata.org/def/directory#numEntry,942495
http://rdf.geohistoricaldata.org/id/directories/entry/981041,http://rdf.geohistoricaldata.org/def/directory#numEntry,942782
http://rdf.geohistoricaldata.org/id/directories/entry/981042,http://rdf.geohistoricaldata.org/def/directory#numEntry,944013
http://rdf.geohistoricaldata.org/id/directories/entry/981043,http://rdf.geohistoricaldata.org/def/directory#numEntry,944418
http://rdf.geohistoricaldata.org/id/directories/entry/981044,http://rdf.geohistoricaldata.org/def/directory#numEntry,944418
http://rdf.geohistoricaldata.org/id/directories/entry/981045,http://rdf.geohistoricaldata.org/def/directory#numEntry,945552
http://rdf.geohistoricaldata.org/id/directories/entry/981046,http://rdf.geohistoricaldata.org/def/directory#numEntry,946781
http://rdf.geohistoricaldata.org/id/directories/entry/981047,http://rdf.geohistoricaldata.org/def/directory#numEntry,947925
http://rdf.geohistoricaldata.org/id/directories/entry/981048,http://rdf.geohistoricaldata.org/def/directory#numEntry,948654
http://rdf.geohistoricaldata.org/id/directories/entry/981049,http://rdf.geohistoricaldata.org/def/directory#numEntry,948655
http://rdf.geohistoricaldata.org/id/directories/entry/981050,http://rdf.geohistoricaldata.org/def/directory#numEntry,948991
http://rdf.geohistoricaldata.org/id/directories/entry/981051,http://rdf.geohistoricaldata.org/def/directory#numEntry,949268
http://rdf.geohistoricaldata.org/id/directories/entry/981052,http://rdf.geohistoricaldata.org/def/directory#numEntry,951334
http://rdf.geohistoricaldata.org/id/directories/entry/981053,http://rdf.geohistoricaldata.org/def/directory#numEntry,952790
http://rdf.geohistoricaldata.org/id/directories/entry/981054,http://rdf.geohistoricaldata.org/def/directory#numEntry,954484
http://rdf.geohistoricaldata.org/id/directories/entry/981055,http://rdf.geohistoricaldata.org/def/directory#numEntry,954556
http://rdf.geohistoricaldata.org/id/directories/entry/981056,http://rdf.geohistoricaldata.org/def/directory#numEntry,954961
http://rdf.geohistoricaldata.org/id/directories/entry/981057,http://rdf.geohistoricaldata.org/def/directory#numEntry,955067
http://rdf.geohistoricaldata.org/id/directories/entry/981058,http://rdf.geohistoricaldata.org/def/directory#numEntry,960849
http://rdf.geohistoricaldata.org/id/directories/entry/981059,http://rdf.geohistoricaldata.org/def/directory#numEntry,961238
http://rdf.geohistoricaldata.org/id/directories/entry/981060,http://rdf.geohistoricaldata.org/def/directory#numEntry,963385
http://rdf.geohistoricaldata.org/id/directories/entry/981061,http://rdf.geohistoricaldata.org/def/directory#numEntry,964798
http://rdf.geohistoricaldata.org/id/directories/entry/981062,http://rdf.geohistoricaldata.org/def/directory#numEntry,964817
http://rdf.geohistoricaldata.org/id/directories/entry/981063,http://rdf.geohistoricaldata.org/def/directory#numEntry,964818
http://rdf.geohistoricaldata.org/id/directories/entry/981064,http://rdf.geohistoricaldata.org/def/directory#numEntry,965466
http://rdf.geohistoricaldata.org/id/directories/entry/981065,http://rdf.geohistoricaldata.org/def/directory#numEntry,966209
http://rdf.geohistoricaldata.org/id/directories/entry/981066,http://rdf.geohistoricaldata.org/def/directory#numEntry,966786
http://rdf.geohistoricaldata.org/id/directories/entry/981067,http://rdf.geohistoricaldata.org/def/directory#numEntry,969498
http://rdf.geohistoricaldata.org/id/directories/entry/981068,http://rdf.geohistoricaldata.org/def/directory#numEntry,969499
http://rdf.geohistoricaldata.org/id/directories/entry/981069,http://rdf.geohistoricaldata.org/def/directory#numEntry,970498
http://rdf.geohistoricaldata.org/id/directories/entry/981070,http://rdf.geohistoricaldata.org/def/directory#numEntry,973285
http://rdf.geohistoricaldata.org/id/directories/entry/981071,http://rdf.geohistoricaldata.org/def/directory#numEntry,978758
http://rdf.geohistoricaldata.org/id/directories/entry/981072,http://rdf.geohistoricaldata.org/def/directory#numEntry,980081
http://rdf.geohistoricaldata.org/id/directories/entry/981073,http://rdf.geohistoricaldata.org/def/directory#numEntry,980216
http://rdf.geohistoricaldata.org/id/directories/entry/981074,http://rdf.geohistoricaldata.org/def/directory#numEntry,980217
http://rdf.geohistoricaldata.org/id/directories/entry/981075,http://rdf.geohistoricaldata.org/def/directory#numEntry,981167
http://rdf.geohistoricaldata.org/id/directories/entry/981076,http://rdf.geohistoricaldata.org/def/directory#numEntry,983827
http://rdf.geohistoricaldata.org/id/directories/entry/981077,http://rdf.geohistoricaldata.org/def/directory#numEntry,983862
http://rdf.geohistoricaldata.org/id/directories/entry/981078,http://rdf.geohistoricaldata.org/def/directory#numEntry,983863
http://rdf.geohistoricaldata.org/id/directories/entry/981079,http://rdf.geohistoricaldata.org/def/directory#numEntry,984162
http://rdf.geohistoricaldata.org/id/directories/entry/981080,http://rdf.geohistoricaldata.org/def/directory#numEntry,987278
http://rdf.geohistoricaldata.org/id/directories/entry/981081,http://rdf.geohistoricaldata.org/def/directory#numEntry,987688
http://rdf.geohistoricaldata.org/id/directories/entry/981082,http://rdf.geohistoricaldata.org/def/directory#numEntry,987721
http://rdf.geohistoricaldata.org/id/directories/entry/981083,http://rdf.geohistoricaldata.org/def/directory#numEntry,987733
http://rdf.geohistoricaldata.org/id/directories/entry/981084,http://rdf.geohistoricaldata.org/def/directory#numEntry,988683
http://rdf.geohistoricaldata.org/id/directories/entry/981085,http://rdf.geohistoricaldata.org/def/directory#numEntry,989339
http://rdf.geohistoricaldata.org/id/directories/entry/981086,http://rdf.geohistoricaldata.org/def/directory#numEntry,991218
http://rdf.geohistoricaldata.org/id/directories/entry/981087,http://rdf.geohistoricaldata.org/def/directory#numEntry,993910
